gender,province,education,age_group,votechoice,citizenship,vote_literal,vote_ndp,vote_green,vote_conservative,vote_people,vote_Bloc
Female,QC,high,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,medium,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,SK,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,MB,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,MB,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,SK,low,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,very_old_people,Another,Canadian citizen,0,0,0,0,0,0
Male,ON,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,MB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,MB,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,QC,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,medium,very_old_people,Another,Canadian citizen,0,0,0,0,0,0
Male,AB,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,SK,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,low,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,MB,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,MB,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,SK,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,BC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,BC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,BC,high,adult,Another,Canadian citizen,0,0,0,0,0,0
Female,QC,high,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,BC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,BC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,BC,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,young_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Others,BC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,medium,old_people,People_Party,Canadian citizen,0,0,0,0,1,0
Female,BC,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,low,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,BC,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,BC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,BC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,BC,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,low,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,BC,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,high,old_people,People_Party,Canadian citizen,0,0,0,0,1,0
Male,ON,medium,very_old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,BC,high,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,young_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,AB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,MB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,NS,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,medium,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,low,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,very_old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,medium,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,QC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,very_old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,young_people,People_Party,Canadian citizen,0,0,0,0,1,0
Female,ON,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,MB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,adult,People_Party,Canadian citizen,0,0,0,0,1,0
Female,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,low,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,adult,People_Party,Canadian citizen,0,0,0,0,1,0
Female,ON,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,QC,high,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,AB,medium,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,BC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,high,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,low,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,NL,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,NS,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,NS,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,BC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,PE,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,very_old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,NS,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,NS,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,MB,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,QC,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,NL,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,NL,low,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,NB,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,very_old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,low,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,NL,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,NB,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,QC,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,BC,high,very_old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,high,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,NS,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,BC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,NS,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,SK,low,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,BC,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,very_old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,BC,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,medium,adult,People_Party,Canadian citizen,0,0,0,0,1,0
Female,QC,medium,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,NL,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,MB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,NL,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,young_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,ON,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,ON,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,high,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,BC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,MB,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,NS,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,AB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,NS,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,MB,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,NB,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,NS,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,NL,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,NS,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,MB,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,high,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,MB,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,QC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,SK,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,medium,very_old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,MB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,medium,very_old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,MB,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,NS,medium,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,AB,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,NS,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,NS,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,NS,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,NB,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,BC,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,NS,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,AB,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,high,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Others,MB,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,medium,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,young_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,MB,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,NB,high,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,low,young_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,AB,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,medium,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,NS,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,AB,low,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,BC,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,NL,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,MB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,low,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,SK,medium,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,high,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,QC,medium,very_old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,NB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,BC,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,ON,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,high,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,low,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,medium,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,BC,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,very_old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,QC,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,BC,high,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,high,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,low,adult,People_Party,Canadian citizen,0,0,0,0,1,0
Male,AB,low,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,NS,medium,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,NS,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,NS,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,medium,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,ON,high,old_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Female,AB,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,QC,low,adult,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Male,ON,high,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,BC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,medium,old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,very_old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,QC,low,old_people,Bloc_Quebecois,Canadian citizen,0,0,0,0,0,1
Female,QC,high,adult,NDP,Canadian citizen,0,1,0,0,0,0
Female,BC,medium,very_old_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,medium,young_people,Green_Party,Canadian citizen,0,0,1,0,0,0
Male,NB,medium,old_people,NDP,Canadian citizen,0,1,0,0,0,0
Male,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,very_old_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,ON,medium,young_people,NDP,Canadian citizen,0,1,0,0,0,0
Female,AB,high,adult,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Female,ON,high,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,low,adult,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Female,ON,high,old_people,Conservative_Party,Canadian citizen,0,0,0,1,0,0
Male,QC,medium,young_people,Liberal_Party,Canadian citizen,1,0,0,0,0,0
Male,BC,high,adult,Green_Party,Canadian citizen,0,0,1,0,0,0
