cps19_gender,cps19_province,cps19_education,cps19_yob,cps19_votechoice,cps19_interest_elxn_1,cps19_v_likely
A woman,Ontario,Some university,1950,ndp,6,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1978,Green Party,1,Likely to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1988,Don't know/ Prefer not to answer,NA,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1973,ndp,9,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1966,Liberal Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1974,Don't know/ Prefer not to answer,8,Likely to vote
A woman,Ontario,Some university,1995,ndp,10,Certain to vote
A woman,Quebec,Some university,1990,Liberal Party,7,Certain to vote
A woman,Alberta,Some university,2000,Green Party,6,Certain to vote
A man,Quebec,Bachelor's degree,1963,Green Party,10,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1958,Conservative Party,7,Likely to vote
A woman,Ontario,Master's degree,1988,ndp,10,Certain to vote
A woman,Saskatchewan,Some university,1978,ndp,7,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1992,ndp,7,Certain to vote
A woman,Ontario,Bachelor's degree,1977,Liberal Party,5,Certain to vote
A woman,Ontario,Don't know/ Prefer not to answer,1972,NA,0,Certain not to vote
A man,Ontario,Master's degree,1965,Liberal Party,NA,Certain to vote
A woman,Ontario,Bachelor's degree,1967,ndp,7,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1956,NA,2,Unlikely to vote
A man,British Columbia,Some university,1998,ndp,8,Likely to vote
A woman,Saskatchewan,Bachelor's degree,1958,Liberal Party,9,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1982,NA,0,Certain not to vote
A woman,Manitoba,Completed secondary/ high school,1982,Conservative Party,6,Likely to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1990,Liberal Party,8,Certain to vote
A man,Ontario,Completed secondary/ high school,1946,ndp,9,Certain to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1948,Conservative Party,8,Certain to vote
A man,Ontario,Bachelor's degree,1992,Liberal Party,7,Certain to vote
A woman,Saskatchewan,Bachelor's degree,1987,NA,3,Unlikely to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1963,Don't know/ Prefer not to answer,2,Certain to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1999,Don't know/ Prefer not to answer,4,Likely to vote
A man,Ontario,Completed secondary/ high school,1985,ndp,6,Certain to vote
A woman,Saskatchewan,Some university,1959,Liberal Party,8,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1975,ndp,7,Certain to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1974,Green Party,9,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1977,Another party (please specify),8,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1959,ndp,10,Certain to vote
A man,Quebec,Bachelor's degree,1972,People's Party,10,Certain to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1950,Conservative Party,0,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1994,Conservative Party,2,Likely to vote
A woman,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",1948,Conservative Party,5,Certain to vote
A man,Quebec,Completed secondary/ high school,2000,Conservative Party,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1963,Conservative Party,10,Certain to vote
A man,British Columbia,Master's degree,1961,Conservative Party,7,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1977,Bloc Québécois,7,Likely to vote
A woman,Quebec,Master's degree,1952,Conservative Party,6,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1992,NA,0,Certain not to vote
A woman,Ontario,Master's degree,1961,Conservative Party,NA,Likely to vote
A man,British Columbia,Bachelor's degree,1970,Conservative Party,8,Certain to vote
A woman,Quebec,Bachelor's degree,1984,Green Party,7,Certain to vote
A man,Ontario,Bachelor's degree,1958,Liberal Party,10,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1969,NA,4,Unlikely to vote
A man,Manitoba,Completed secondary/ high school,1948,Conservative Party,7,Certain to vote
A woman,Quebec,Completed secondary/ high school,1942,Don't know/ Prefer not to answer,9,Certain to vote
A woman,Alberta,Completed secondary/ high school,1988,Conservative Party,8,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1965,Don't know/ Prefer not to answer,7,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1972,Conservative Party,NA,Certain to vote
A woman,Quebec,Completed secondary/ high school,1997,Conservative Party,4,Certain to vote
A woman,Ontario,Bachelor's degree,1989,Liberal Party,6,Certain to vote
A woman,Manitoba,"Completed technical, community college, CEGEP, College Classique",1964,Don't know/ Prefer not to answer,3,Likely to vote
A woman,Ontario,Professional degree or doctorate,1970,Don't know/ Prefer not to answer,NA,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1980,Conservative Party,NA,Certain to vote
A man,Ontario,Master's degree,1984,Conservative Party,5,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1966,Don't know/ Prefer not to answer,4,Likely to vote
A man,Ontario,Bachelor's degree,1967,Conservative Party,10,Certain to vote
A man,Ontario,Bachelor's degree,1974,Don't know/ Prefer not to answer,9,Certain to vote
A man,Ontario,Bachelor's degree,1948,Conservative Party,8,Certain to vote
A man,Ontario,Master's degree,1982,Don't know/ Prefer not to answer,9,Certain to vote
A woman,Ontario,Completed secondary/ high school,1989,Liberal Party,10,Certain to vote
A man,Quebec,Bachelor's degree,1980,Liberal Party,8,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1987,Liberal Party,10,Certain to vote
A woman,Quebec,Bachelor's degree,1965,People's Party,6,Likely to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1977,Don't know/ Prefer not to answer,9,Certain to vote
A woman,Ontario,Bachelor's degree,1984,Don't know/ Prefer not to answer,8,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1947,Don't know/ Prefer not to answer,7,Certain to vote
A man,Manitoba,Master's degree,1991,Liberal Party,10,Certain to vote
A man,Ontario,Some secondary/ high school,1982,NA,1,Unlikely to vote
A woman,Ontario,Some university,1958,Liberal Party,10,Certain to vote
A woman,Alberta,Completed secondary/ high school,1987,Conservative Party,8,Likely to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1953,Conservative Party,7,Certain to vote
A woman,Quebec,Bachelor's degree,1952,Liberal Party,7,Certain to vote
A woman,Saskatchewan,Bachelor's degree,1977,Conservative Party,4,Certain to vote
A man,Manitoba,Bachelor's degree,1954,ndp,9,Certain to vote
A man,British Columbia,Completed secondary/ high school,1958,NA,7,donot know
A woman,Ontario,Bachelor's degree,1995,NA,4,Unlikely to vote
A man,Ontario,Bachelor's degree,1955,Don't know/ Prefer not to answer,8,Certain to vote
A man,Quebec,Bachelor's degree,1973,Conservative Party,8,Certain to vote
A man,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",1944,Another party (please specify),8,Certain to vote
A woman,Manitoba,"Completed technical, community college, CEGEP, College Classique",1965,Don't know/ Prefer not to answer,10,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1985,Another party (please specify),7,Certain to vote
A man,Quebec,Some university,1950,Bloc Québécois,9,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1952,Green Party,6,Certain to vote
A woman,Alberta,Completed secondary/ high school,1988,ndp,10,Certain to vote
A woman,Alberta,Bachelor's degree,1982,Liberal Party,9,Certain to vote
A woman,Alberta,Bachelor's degree,1996,ndp,7,Certain to vote
A woman,Quebec,Bachelor's degree,1985,Green Party,6,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1993,Green Party,8,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1969,Liberal Party,NA,Likely to vote
A man,Alberta,Bachelor's degree,1961,Conservative Party,8,Certain to vote
A woman,Alberta,Bachelor's degree,1957,Liberal Party,8,Certain to vote
A woman,British Columbia,Some university,1970,Liberal Party,8,Certain to vote
A woman,Alberta,Bachelor's degree,1954,Liberal Party,10,Certain to vote
A man,Ontario,Some university,1970,Don't know/ Prefer not to answer,10,Certain to vote
A woman,Quebec,Completed secondary/ high school,1963,Don't know/ Prefer not to answer,5,Certain to vote
A woman,Ontario,Completed secondary/ high school,1993,NA,2,donot know
A man,Alberta,Some university,1978,Conservative Party,10,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1993,ndp,8,Certain to vote
A woman,Ontario,Completed secondary/ high school,2001,NA,3,donot know
A woman,Ontario,Completed secondary/ high school,1983,Liberal Party,8,Certain to vote
A man,Quebec,Some secondary/ high school,1981,Liberal Party,5,Certain to vote
A woman,Ontario,Bachelor's degree,1995,Liberal Party,10,Certain to vote
A woman,Alberta,Completed secondary/ high school,1990,Don't know/ Prefer not to answer,9,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1952,Bloc Québécois,8,Certain to vote
A woman,Ontario,Completed secondary/ high school,1959,Conservative Party,NA,Likely to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1999,Liberal Party,NA,Likely to vote
A woman,Quebec,Completed secondary/ high school,1942,Liberal Party,4,Certain to vote
A woman,Ontario,Professional degree or doctorate,1997,Green Party,8,Certain to vote
A man,Manitoba,Master's degree,1959,Liberal Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1972,Don't know/ Prefer not to answer,5,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1962,Bloc Québécois,10,Certain to vote
A woman,Ontario,Some university,1998,Green Party,10,Certain to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1964,NA,6,donot know
A woman,Alberta,Some university,1969,Don't know/ Prefer not to answer,7,Certain to vote
A woman,Ontario,Some university,1998,Conservative Party,8,Certain to vote
A man,Ontario,Completed secondary/ high school,1947,Conservative Party,9,Certain to vote
A woman,Quebec,Master's degree,1936,ndp,10,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1971,ndp,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1945,Liberal Party,7,Certain to vote
A man,Quebec,Completed secondary/ high school,1953,Green Party,NA,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1970,Liberal Party,8,Likely to vote
A woman,Quebec,Bachelor's degree,1989,Liberal Party,4,Certain to vote
A man,Ontario,Bachelor's degree,1958,Liberal Party,9,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1946,Don't know/ Prefer not to answer,7,Certain to vote
A woman,Quebec,Completed secondary/ high school,1969,Liberal Party,9,Certain to vote
A man,Alberta,"Some technical, community college, CEGEP, College Classique",1966,Conservative Party,10,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1983,Liberal Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1958,Green Party,10,Certain to vote
A woman,Quebec,Some secondary/ high school,1976,Conservative Party,3,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1993,Green Party,5,Likely to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1988,Conservative Party,NA,Certain to vote
A man,Ontario,Master's degree,1985,Conservative Party,8,Likely to vote
A woman,Quebec,Bachelor's degree,1970,Liberal Party,10,Certain to vote
A woman,British Columbia,Bachelor's degree,1977,Green Party,3,Likely to vote
A man,Manitoba,Completed secondary/ high school,1975,Green Party,0,Certain to vote
A woman,Ontario,Bachelor's degree,1954,Liberal Party,8,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1950,Conservative Party,9,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1983,NA,0,Certain not to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1975,Conservative Party,10,Certain to vote
A woman,British Columbia,Some university,1948,Conservative Party,10,Likely to vote
A man,Manitoba,Bachelor's degree,1950,ndp,10,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1988,Conservative Party,8,Certain to vote
A man,Ontario,Completed secondary/ high school,1985,Conservative Party,7,Certain to vote
A man,Quebec,Some university,1983,Liberal Party,NA,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1984,Liberal Party,2,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1945,Liberal Party,8,Certain to vote
A woman,Quebec,Professional degree or doctorate,1995,Liberal Party,7,Likely to vote
"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",Ontario,Bachelor's degree,1970,ndp,9,Certain to vote
A woman,Ontario,Master's degree,1963,ndp,10,Certain to vote
A woman,Ontario,Some secondary/ high school,1983,ndp,10,Certain to vote
A woman,Alberta,Bachelor's degree,1982,Conservative Party,10,Certain to vote
A man,Ontario,Some university,1956,Liberal Party,8,Certain to vote
A woman,Ontario,Some university,1987,Liberal Party,9,Certain to vote
A man,Ontario,Master's degree,1960,Liberal Party,7,Certain to vote
A man,Quebec,Master's degree,1978,People's Party,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1966,NA,3,Unlikely to vote
A woman,Manitoba,Bachelor's degree,1971,Don't know/ Prefer not to answer,4,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1991,ndp,10,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1956,Don't know/ Prefer not to answer,7,Certain to vote
A woman,British Columbia,Some secondary/ high school,1994,Green Party,5,Certain to vote
A woman,Alberta,Master's degree,1975,Liberal Party,8,Certain to vote
A woman,Ontario,Master's degree,1950,Liberal Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1965,Liberal Party,10,Certain to vote
A man,Quebec,Master's degree,1943,Don't know/ Prefer not to answer,6,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1946,Liberal Party,10,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1972,Don't know/ Prefer not to answer,3,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1994,NA,NA,Unlikely to vote
A woman,Alberta,Some university,1993,Don't know/ Prefer not to answer,8,Certain to vote
A woman,Ontario,Bachelor's degree,1976,Liberal Party,9,Certain to vote
A man,Ontario,Bachelor's degree,1974,Conservative Party,10,Certain to vote
A woman,Alberta,Completed elementary school,1988,NA,0,Certain not to vote
A man,British Columbia,Professional degree or doctorate,1944,Don't know/ Prefer not to answer,9,Certain to vote
A man,Quebec,Master's degree,1974,ndp,6,Certain to vote
A man,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",1940,Conservative Party,10,Certain to vote
A woman,Manitoba,Master's degree,1964,Liberal Party,7,Certain to vote
A man,Alberta,Some university,1969,Conservative Party,10,Certain to vote
A man,Quebec,Bachelor's degree,1977,ndp,10,Certain to vote
A man,Quebec,Some secondary/ high school,1978,ndp,5,Likely to vote
A man,Alberta,Bachelor's degree,1985,Liberal Party,8,Certain to vote
A man,Ontario,Master's degree,1959,Liberal Party,9,Certain to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1965,Conservative Party,4,Certain to vote
A woman,Ontario,Master's degree,1981,ndp,7,Certain to vote
A man,Quebec,Completed secondary/ high school,1946,Don't know/ Prefer not to answer,8,Certain to vote
A man,Alberta,Professional degree or doctorate,1931,Conservative Party,7,Certain to vote
A man,Ontario,Master's degree,1984,ndp,6,Certain to vote
A woman,Ontario,Some university,1966,Liberal Party,7,Certain to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1970,Liberal Party,7,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1956,Don't know/ Prefer not to answer,6,Certain to vote
A woman,Ontario,Some secondary/ high school,1996,NA,2,Unlikely to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1973,ndp,6,Certain to vote
A woman,Alberta,Bachelor's degree,1977,Green Party,7,Certain to vote
A man,British Columbia,Some secondary/ high school,1998,People's Party,6,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1954,Bloc Québécois,2,Certain to vote
A woman,Ontario,Completed secondary/ high school,1951,NA,1,Certain not to vote
A woman,British Columbia,Master's degree,1995,ndp,7,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1993,Conservative Party,0,Certain to vote
A woman,Alberta,Master's degree,1975,ndp,10,Certain to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1998,Liberal Party,8,Likely to vote
A man,Ontario,Bachelor's degree,1970,Conservative Party,10,Certain to vote
A woman,Manitoba,Some university,1994,Green Party,7,Likely to vote
A man,British Columbia,Some university,2000,ndp,8,Likely to vote
A woman,Alberta,Some secondary/ high school,1984,Conservative Party,5,Certain to vote
A man,Alberta,Bachelor's degree,1951,Conservative Party,8,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",2000,Liberal Party,5,Likely to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1952,Liberal Party,8,Certain to vote
A man,Ontario,Completed secondary/ high school,1972,Liberal Party,NA,Certain to vote
A man,Ontario,Master's degree,1965,Conservative Party,10,Certain to vote
A woman,Ontario,Bachelor's degree,1991,Liberal Party,8,Certain to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1985,Liberal Party,9,Certain to vote
A woman,Ontario,Bachelor's degree,1989,Liberal Party,7,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1987,Liberal Party,8,Likely to vote
A woman,Alberta,"Some technical, community college, CEGEP, College Classique",1966,Another party (please specify),9,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1969,People's Party,10,Certain to vote
A man,Ontario,Some university,1960,Conservative Party,10,Likely to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1970,Don't know/ Prefer not to answer,6,Likely to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1980,Green Party,9,Certain to vote
A woman,Quebec,Bachelor's degree,1994,ndp,8,Certain to vote
A man,Ontario,Bachelor's degree,1984,NA,7,Unlikely to vote
A man,Ontario,Completed secondary/ high school,1981,NA,3,Unlikely to vote
A man,British Columbia,Some secondary/ high school,1947,Conservative Party,10,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",2000,NA,4,donot know
A man,Ontario,Some secondary/ high school,1991,Conservative Party,8,Likely to vote
A man,Quebec,Master's degree,1981,Liberal Party,NA,Certain to vote
A man,Manitoba,Don't know/ Prefer not to answer,1999,NA,8,Unlikely to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1982,Liberal Party,6,Certain to vote
A man,Quebec,Bachelor's degree,1947,Don't know/ Prefer not to answer,6,Certain to vote
A man,Quebec,Bachelor's degree,1997,ndp,9,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1996,ndp,7,Likely to vote
A man,Ontario,Completed secondary/ high school,1942,Conservative Party,8,Certain to vote
A man,British Columbia,Some secondary/ high school,1947,Don't know/ Prefer not to answer,6,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1956,ndp,7,Certain to vote
A woman,Ontario,Completed secondary/ high school,1996,Liberal Party,9,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1973,Liberal Party,2,Certain to vote
A man,Ontario,"Completed technical, community college, CEGEP, College Classique",1962,Conservative Party,6,Certain to vote
A woman,Ontario,Master's degree,1995,Green Party,9,Likely to vote
A man,Alberta,Bachelor's degree,1956,Conservative Party,6,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1977,ndp,NA,Certain to vote
A woman,Quebec,Bachelor's degree,1995,Liberal Party,9,Certain to vote
A woman,Alberta,Bachelor's degree,1972,Don't know/ Prefer not to answer,8,Certain to vote
A woman,Quebec,"Some technical, community college, CEGEP, College Classique",1994,Green Party,9,Certain to vote
A woman,Quebec,Some university,1946,Don't know/ Prefer not to answer,6,Certain to vote
A man,British Columbia,Professional degree or doctorate,1965,ndp,10,Certain to vote
A man,Ontario,Some university,2000,Conservative Party,7,Certain to vote
A man,Ontario,Professional degree or doctorate,1946,Don't know/ Prefer not to answer,10,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1937,Don't know/ Prefer not to answer,8,Certain to vote
A man,Ontario,Some university,1977,NA,3,Unlikely to vote
A woman,Alberta,Bachelor's degree,1955,Conservative Party,10,Certain to vote
A woman,Alberta,Completed secondary/ high school,1987,Don't know/ Prefer not to answer,3,Likely to vote
A woman,Ontario,Bachelor's degree,1976,Liberal Party,9,Certain to vote
A woman,Alberta,Professional degree or doctorate,1997,NA,1,Unlikely to vote
A woman,Ontario,Some university,1999,Liberal Party,6,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",1964,Don't know/ Prefer not to answer,5,Likely to vote
A woman,Ontario,Master's degree,1986,ndp,7,Certain to vote
A man,British Columbia,Some secondary/ high school,1953,Conservative Party,10,Certain to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1953,Liberal Party,10,Certain to vote
A man,Ontario,Completed secondary/ high school,1960,Liberal Party,8,Certain to vote
A man,Alberta,Bachelor's degree,1985,Conservative Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1964,ndp,5,Likely to vote
A man,Quebec,Completed secondary/ high school,1971,NA,6,Unlikely to vote
A man,British Columbia,Some university,1958,Liberal Party,10,Certain to vote
A woman,Manitoba,"Some technical, community college, CEGEP, College Classique",1992,Conservative Party,4,Certain to vote
A man,Quebec,Bachelor's degree,1968,Bloc Québécois,NA,Certain to vote
A man,Alberta,"Completed technical, community college, CEGEP, College Classique",1989,Conservative Party,7,Certain to vote
A man,Saskatchewan,Some secondary/ high school,1995,NA,6,Unlikely to vote
A woman,Ontario,Completed secondary/ high school,1947,Liberal Party,7,Certain to vote
A man,Alberta,Master's degree,1968,Conservative Party,6,Certain to vote
A man,Alberta,Some university,1985,Conservative Party,8,Certain to vote
A woman,Ontario,Some university,1997,ndp,10,Certain to vote
A man,Quebec,Bachelor's degree,1972,Liberal Party,10,Certain to vote
A woman,Ontario,Master's degree,1986,Green Party,7,Certain to vote
A woman,Ontario,"Some technical, community college, CEGEP, College Classique",1977,Don't know/ Prefer not to answer,5,Likely to vote
A man,British Columbia,Completed secondary/ high school,1980,Don't know/ Prefer not to answer,3,Certain to vote
A man,Alberta,Some elementary school,1953,ndp,5,Certain to vote
A woman,Ontario,Completed secondary/ high school,1961,Green Party,NA,Likely to vote
A woman,Ontario,Bachelor's degree,1999,Liberal Party,10,Certain to vote
A man,Ontario,Bachelor's degree,1941,Liberal Party,9,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1989,ndp,1,Likely to vote
A woman,Quebec,Bachelor's degree,2000,Bloc Québécois,10,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1978,Green Party,10,Certain to vote
A man,Ontario,Completed elementary school,1998,Conservative Party,10,Likely to vote
A woman,Ontario,Completed secondary/ high school,1988,NA,5,Certain not to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1997,NA,3,Certain not to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1977,NA,NA,donot know
A woman,Quebec,Master's degree,1975,Don't know/ Prefer not to answer,8,Certain to vote
A man,Ontario,Bachelor's degree,1946,Liberal Party,3,Likely to vote
A woman,Ontario,Bachelor's degree,1942,Liberal Party,5,Certain to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1944,Bloc Québécois,8,Certain to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1961,Don't know/ Prefer not to answer,5,Certain to vote
A woman,Ontario,Completed secondary/ high school,1998,Liberal Party,10,Certain to vote
A woman,Alberta,Bachelor's degree,1984,Conservative Party,6,Certain to vote
A woman,British Columbia,Some university,1947,ndp,8,Certain to vote
A woman,British Columbia,"Completed technical, community college, CEGEP, College Classique",1987,Green Party,4,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1967,Green Party,1,Certain to vote
A woman,Alberta,"Completed technical, community college, CEGEP, College Classique",2000,People's Party,10,Certain to vote
A woman,Alberta,Completed secondary/ high school,1966,NA,3,Unlikely to vote
A man,Quebec,Some university,1947,Liberal Party,6,Certain to vote
A woman,British Columbia,Some secondary/ high school,2000,Conservative Party,NA,Likely to vote
A woman,Alberta,Some secondary/ high school,1990,NA,NA,Unlikely to vote
A woman,Alberta,Completed secondary/ high school,2001,ndp,10,Certain to vote
A man,Quebec,"Some technical, community college, CEGEP, College Classique",1948,Don't know/ Prefer not to answer,6,Likely to vote
A woman,Ontario,"Completed technical, community college, CEGEP, College Classique",1995,Liberal Party,8,Certain to vote
A woman,Ontario,Bachelor's degree,1989,Conservative Party,8,Certain to vote
A woman,Alberta,Completed secondary/ high school,1994,Conservative Party,5,Certain to vote
A woman,Ontario,Completed secondary/ high school,1979,Don't know/ Prefer not to answer,8,Certain to vote
A man,Quebec,Completed secondary/ high school,1984,Bloc Québécois,9,Certain to vote
A man,Ontario,Bachelor's degree,1986,Green Party,6,Certain to vote
A woman,Ontario,Master's degree,1971,ndp,6,Certain to vote
A man,Ontario,Completed secondary/ high school,1949,Liberal Party,NA,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1959,ndp,8,Certain to vote
A man,British Columbia,"Completed technical, community college, CEGEP, College Classique",1982,Conservative Party,7,Certain to vote
A woman,Ontario,Bachelor's degree,1996,Liberal Party,8,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1977,Green Party,4,Certain to vote
A woman,Quebec,Bachelor's degree,1944,Bloc Québécois,8,Certain to vote
A man,British Columbia,Master's degree,1964,Green Party,7,Certain to vote
A woman,Ontario,Master's degree,1981,Liberal Party,8,Certain to vote
A woman,Quebec,Bachelor's degree,1996,Liberal Party,6,Likely to vote
A woman,Saskatchewan,Bachelor's degree,1970,Conservative Party,8,Certain to vote
A man,British Columbia,Completed secondary/ high school,1961,NA,1,Certain not to vote
A woman,British Columbia,Bachelor's degree,1993,Liberal Party,9,Certain to vote
A man,Ontario,"Some technical, community college, CEGEP, College Classique",1959,Conservative Party,8,Certain to vote
A woman,Manitoba,Bachelor's degree,1967,Liberal Party,8,Certain to vote
A man,Quebec,Bachelor's degree,1978,Conservative Party,3,Certain to vote
A woman,Quebec,Master's degree,1959,Bloc Québécois,9,Certain to vote
A man,British Columbia,"Some technical, community college, CEGEP, College Classique",1961,Liberal Party,7,Certain to vote
A man,Ontario,Some secondary/ high school,2001,Liberal Party,2,Likely to vote
A man,British Columbia,Some secondary/ high school,1945,Conservative Party,8,Certain to vote
A man,Ontario,Master's degree,1966,Conservative Party,10,Certain to vote
A woman,Ontario,Completed secondary/ high school,1968,NA,5,Unlikely to vote
A man,Quebec,Professional degree or doctorate,1943,Liberal Party,10,Certain to vote
A woman,Manitoba,Completed secondary/ high school,1965,Conservative Party,8,Certain to vote
A man,Quebec,Completed secondary/ high school,1952,Bloc Québécois,7,Certain to vote
A man,Quebec,"Completed technical, community college, CEGEP, College Classique",1976,Conservative Party,6,Likely to vote
A woman,Quebec,"Completed technical, community college, CEGEP, College Classique",1953,Bloc Québécois,8,Certain to vote
A man,Ontario,Some university,2000,NA,4,Unlikely to vote
A woman,British Columbia,"Some technical, community college, CEGEP, College Classique",1998,NA,3,Unlikely to vote
